,time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),precipitation (mm),rain (mm),direct_radiation (W/m²),windspeed_10m (km/h),winddirection_10m (°),et0_fao_evapotranspiration (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),year
239076,2019-04-10 12:00:00,15.3,74,10.8,986.7,0.2,0.2,224.0,10.4,20.0,0.3,14.3,0.391,2019
239077,2019-04-10 13:00:00,16.3,70,10.7,986.3,0.0,0.0,164.0,11.8,20.0,0.27,15.1,0.39,2019
239078,2019-04-10 14:00:00,16.6,68,10.6,986.1,0.0,0.0,126.0,12.2,19.0,0.27,15.6,0.389,2019
239079,2019-04-10 15:00:00,16.4,68,10.5,985.7,0.0,0.0,69.0,11.7,18.0,0.19,15.5,0.397,2019
239080,2019-04-10 16:00:00,14.4,78,10.6,985.7,2.3,2.3,20.0,8.5,12.0,0.1,14.8,0.403,2019
239081,2019-04-10 17:00:00,13.7,83,10.9,985.9,1.4,1.4,0.0,9.2,11.0,0.06,14.0,0.412,2019
239082,2019-04-10 18:00:00,13.2,86,10.9,986.0,1.4,1.4,0.0,11.2,15.0,0.04,13.3,0.421,2019
239083,2019-04-10 19:00:00,12.8,88,10.8,986.3,1.2,1.2,0.0,13.3,19.0,0.03,12.9,0.429,2019
239084,2019-04-10 20:00:00,12.4,88,10.5,986.7,0.7,0.7,0.0,14.8,26.0,0.01,12.6,0.432,2019
239085,2019-04-10 21:00:00,12.0,89,10.3,987.0,1.1,1.1,0.0,14.3,25.0,0.0,12.2,0.433,2019
239086,2019-04-10 22:00:00,11.7,90,10.1,986.8,1.3,1.3,0.0,13.9,21.0,0.0,12.0,0.435,2019
239087,2019-04-10 23:00:00,11.0,88,9.2,987.0,1.4,1.4,0.0,10.8,30.0,0.0,11.5,0.435,2019
243216,2019-09-30 00:00:00,16.1,79,12.5,990.3,0.0,0.0,0.0,12.1,217.0,0.02,16.0,0.348,2019
243217,2019-09-30 01:00:00,15.7,80,12.3,989.6,0.0,0.0,0.0,14.3,223.0,0.02,15.7,0.348,2019
243218,2019-09-30 02:00:00,15.3,81,12.1,989.3,0.0,0.0,0.0,15.0,228.0,0.02,15.4,0.347,2019
243219,2019-09-30 03:00:00,14.7,84,12.0,988.6,0.0,0.0,0.0,13.2,225.0,0.01,15.1,0.347,2019
243220,2019-09-30 04:00:00,14.7,84,12.1,988.7,0.0,0.0,0.0,11.5,231.0,0.01,15.0,0.347,2019
243221,2019-09-30 05:00:00,14.4,86,12.1,988.5,0.0,0.0,0.0,10.0,229.0,0.0,14.5,0.347,2019
243222,2019-09-30 06:00:00,14.0,89,12.1,988.5,0.0,0.0,0.0,8.7,225.0,0.0,14.4,0.347,2019
243223,2019-09-30 07:00:00,15.3,87,13.2,988.9,0.0,0.0,29.0,10.2,219.0,0.03,14.5,0.347,2019
243224,2019-09-30 08:00:00,18.6,79,14.9,989.5,0.0,0.0,136.0,10.5,218.0,0.11,16.4,0.346,2019
243225,2019-09-30 09:00:00,21.5,69,15.6,989.6,0.0,0.0,276.0,13.2,225.0,0.23,18.6,0.346,2019
243226,2019-09-30 10:00:00,23.6,60,15.3,989.9,0.0,0.0,402.0,16.2,238.0,0.34,20.6,0.344,2019
243227,2019-09-30 11:00:00,25.0,53,14.8,990.5,0.0,0.0,419.0,18.1,265.0,0.4,21.5,0.342,2019
243228,2019-09-30 12:00:00,25.7,50,14.6,990.3,0.0,0.0,245.0,16.8,255.0,0.36,21.7,0.341,2019
243229,2019-09-30 13:00:00,26.0,50,14.9,989.9,0.0,0.0,163.0,17.1,248.0,0.32,21.5,0.34,2019
243230,2019-09-30 14:00:00,26.5,49,14.9,989.8,0.0,0.0,265.0,17.2,241.0,0.37,21.9,0.338,2019
243231,2019-09-30 15:00:00,26.5,50,15.1,989.6,0.0,0.0,197.0,16.5,238.0,0.3,22.0,0.337,2019
243232,2019-09-30 16:00:00,25.6,53,15.3,989.4,0.0,0.0,94.0,14.0,235.0,0.21,21.8,0.336,2019
243233,2019-09-30 17:00:00,24.1,59,15.5,989.4,0.0,0.0,32.0,13.1,238.0,0.13,21.5,0.336,2019
243234,2019-09-30 18:00:00,21.9,68,15.7,990.0,0.0,0.0,5.0,11.1,245.0,0.06,20.9,0.336,2019
243235,2019-09-30 19:00:00,19.8,78,15.9,990.8,0.0,0.0,0.0,9.8,253.0,0.02,19.4,0.336,2019
243236,2019-09-30 20:00:00,18.6,83,15.8,991.4,0.0,0.0,0.0,8.0,260.0,0.0,18.4,0.336,2019
243237,2019-09-30 21:00:00,18.1,85,15.6,992.3,0.0,0.0,0.0,5.4,278.0,0.0,17.8,0.336,2019
243238,2019-09-30 22:00:00,17.5,88,15.5,993.3,0.0,0.0,0.0,3.8,311.0,0.0,17.6,0.336,2019
243239,2019-09-30 23:00:00,17.2,82,14.1,993.9,0.0,0.0,0.0,5.2,65.0,0.0,17.1,0.337,2019
247848,2020-04-10 00:00:00,6.5,70,1.5,1000.9,0.0,0.0,0.0,6.6,311.0,0.01,6.6,0.226,2020
247849,2020-04-10 01:00:00,6.2,73,1.7,1001.2,0.0,0.0,0.0,6.0,303.0,0.0,6.6,0.227,2020
247850,2020-04-10 02:00:00,5.8,73,1.4,1000.9,0.0,0.0,0.0,6.1,298.0,0.0,6.5,0.227,2020
247851,2020-04-10 03:00:00,4.8,77,1.1,1000.9,0.0,0.0,0.0,5.6,297.0,0.0,5.5,0.227,2020
247852,2020-04-10 04:00:00,4.3,78,0.8,1000.8,0.0,0.0,0.0,5.3,298.0,0.0,5.2,0.227,2020
247853,2020-04-10 05:00:00,3.8,80,0.6,1001.1,0.0,0.0,0.0,5.3,298.0,0.0,4.9,0.227,2020
247854,2020-04-10 06:00:00,4.4,79,1.1,1001.4,0.0,0.0,7.0,5.4,307.0,0.01,4.4,0.227,2020
247855,2020-04-10 07:00:00,7.8,66,1.9,1002.5,0.0,0.0,93.0,6.2,324.0,0.06,5.4,0.227,2020
247856,2020-04-10 08:00:00,11.9,55,3.1,1003.2,0.0,0.0,246.0,4.9,343.0,0.15,7.6,0.227,2020
247857,2020-04-10 09:00:00,15.7,48,4.8,1003.8,0.0,0.0,403.0,5.8,7.0,0.27,11.0,0.227,2020
247858,2020-04-10 10:00:00,18.5,45,6.4,1003.7,0.0,0.0,538.0,8.5,28.0,0.38,14.0,0.226,2020
247859,2020-04-10 11:00:00,20.8,41,7.1,1003.5,0.0,0.0,635.0,6.6,29.0,0.47,15.8,0.226,2020
247860,2020-04-10 12:00:00,22.3,38,7.4,1002.9,0.0,0.0,682.0,5.9,43.0,0.51,16.9,0.225,2020
247861,2020-04-10 13:00:00,23.3,35,7.1,1002.2,0.0,0.0,684.0,5.0,60.0,0.52,17.9,0.224,2020
247862,2020-04-10 14:00:00,23.9,32,6.3,1001.5,0.0,0.0,606.0,4.1,75.0,0.48,18.7,0.223,2020
247863,2020-04-10 15:00:00,24.2,29,5.1,1001.0,0.0,0.0,498.0,3.3,84.0,0.4,19.0,0.222,2020
247864,2020-04-10 16:00:00,24.4,27,4.2,1000.6,0.0,0.0,363.0,2.9,90.0,0.3,18.9,0.222,2020
247865,2020-04-10 17:00:00,24.2,29,4.9,1000.2,0.0,0.0,206.0,3.4,122.0,0.19,18.4,0.221,2020
247866,2020-04-10 18:00:00,21.0,44,8.3,999.9,0.0,0.0,72.0,6.4,142.0,0.1,17.6,0.221,2020
247867,2020-04-10 19:00:00,17.1,52,7.0,999.7,0.0,0.0,4.0,8.0,117.0,0.06,16.5,0.221,2020
247868,2020-04-10 20:00:00,16.1,53,6.6,1000.2,0.0,0.0,0.0,7.9,87.0,0.04,14.4,0.222,2020
247869,2020-04-10 21:00:00,14.8,58,6.7,1000.7,0.0,0.0,0.0,9.0,74.0,0.04,12.8,0.222,2020
247870,2020-04-10 22:00:00,13.5,63,6.6,1001.1,0.0,0.0,0.0,9.4,67.0,0.03,11.6,0.222,2020
247871,2020-04-10 23:00:00,10.5,71,5.4,1001.6,0.0,0.0,0.0,8.3,56.0,0.01,10.4,0.222,2020
252000,2020-09-30 00:00:00,10.4,94,9.5,996.2,0.0,0.0,0.0,4.7,337.0,0.0,11.5,0.355,2020
252001,2020-09-30 01:00:00,9.9,96,9.3,996.3,0.0,0.0,0.0,3.9,326.0,0.0,11.3,0.354,2020
252002,2020-09-30 02:00:00,9.5,97,9.1,995.9,0.0,0.0,0.0,4.2,290.0,0.0,11.0,0.354,2020
252003,2020-09-30 03:00:00,9.4,98,9.1,995.4,0.0,0.0,0.0,5.1,274.0,0.0,10.7,0.354,2020
252004,2020-09-30 04:00:00,9.4,98,9.1,995.3,0.0,0.0,0.0,5.8,277.0,0.0,10.7,0.353,2020
252005,2020-09-30 05:00:00,8.9,99,8.7,995.2,0.0,0.0,0.0,5.2,282.0,0.0,10.4,0.353,2020
252006,2020-09-30 06:00:00,9.1,98,8.9,994.7,0.0,0.0,0.0,5.1,278.0,0.0,10.5,0.353,2020
252007,2020-09-30 07:00:00,9.9,95,9.1,995.5,0.0,0.0,18.0,6.5,276.0,0.01,10.1,0.352,2020
252008,2020-09-30 08:00:00,11.5,87,9.3,995.3,0.0,0.0,67.0,5.9,281.0,0.07,10.5,0.352,2020
252009,2020-09-30 09:00:00,14.2,78,10.4,995.6,0.0,0.0,209.0,5.6,285.0,0.16,12.3,0.351,2020
252010,2020-09-30 10:00:00,16.9,66,10.5,995.2,0.0,0.0,333.0,5.9,284.0,0.25,14.7,0.35,2020
252011,2020-09-30 11:00:00,19.3,58,10.7,994.7,0.0,0.0,458.0,6.9,276.0,0.34,16.8,0.348,2020
252012,2020-09-30 12:00:00,20.7,50,10.0,994.1,0.0,0.0,427.0,8.0,280.0,0.35,18.1,0.346,2020
252013,2020-09-30 13:00:00,21.4,47,9.5,993.3,0.0,0.0,417.0,8.0,288.0,0.36,18.6,0.344,2020
252014,2020-09-30 14:00:00,21.9,45,9.5,992.7,0.0,0.0,339.0,8.1,291.0,0.32,18.8,0.343,2020
252015,2020-09-30 15:00:00,21.6,46,9.6,992.2,0.0,0.0,194.0,7.4,293.0,0.23,18.7,0.342,2020
252016,2020-09-30 16:00:00,21.4,47,9.7,991.9,0.0,0.0,125.0,4.7,302.0,0.15,18.5,0.341,2020
252017,2020-09-30 17:00:00,20.3,51,9.8,991.5,0.0,0.0,39.0,2.9,7.0,0.07,18.2,0.341,2020
252018,2020-09-30 18:00:00,17.6,64,10.8,991.3,0.0,0.0,2.0,3.8,73.0,0.03,16.7,0.34,2020
252019,2020-09-30 19:00:00,15.2,75,10.8,991.2,0.0,0.0,0.0,4.7,94.0,0.0,14.6,0.34,2020
252020,2020-09-30 20:00:00,13.7,84,11.1,991.1,0.0,0.0,0.0,3.3,96.0,0.0,13.8,0.34,2020
252021,2020-09-30 21:00:00,12.9,89,11.0,991.1,0.0,0.0,0.0,3.2,90.0,0.0,13.2,0.34,2020
252022,2020-09-30 22:00:00,12.3,91,10.8,991.2,0.0,0.0,0.0,2.5,98.0,0.0,12.7,0.34,2020
252023,2020-09-30 23:00:00,12.9,80,9.6,991.0,0.0,0.0,0.0,5.5,11.0,0.0,11.0,0.341,2020
